date,Mkt-RF,SMB,HML,RMW,CMA,RF
19650430,0.13,-0.06,-0.12,0.15,-0.25,0.01
19650503,0.08,-0.3,-0.2,0.09,0.02,0.02
19650504,0.27,-0.31,-0.04,-0.03,-0.17,0.02
19650505,0.24,-0.32,0.19,-0.1,0.19,0.02
19650506,0.24,0.01,-0.19,0.27,0.03,0.02
19650507,-0.07,0.02,-0.04,-0.09,-0.14,0.02
19650510,-0.12,0.2,-0.1,0.03,0.22,0.02
19650511,-0.09,-0.1,-0.18,0,-0.04,0.02
19650512,0.37,0.02,-0.37,-0.03,0.26,0.02
19650513,0.32,0.26,-0.25,0.04,0.09,0.02
19650514,-0.16,0.32,-0.11,-0.06,0.24,0.02
19650517,-0.54,0.38,0.29,-0.11,-0.15,0.02
19650518,-0.07,0.05,0.16,-0.21,0.22,0.02
19650519,0.2,0.14,-0.15,-0.22,0,0.02
19650520,-0.53,-0.13,-0.12,-0.24,0.06,0.02
19650521,-0.45,0.14,-0.01,0.18,-0.01,0.02
19650524,-0.74,-0.03,0.12,-0.2,-0.08,0.02
19650525,0.54,-0.01,-0.3,0.12,-0.28,0.02
19650526,-0.27,-0.24,0.05,-0.1,0.21,0.02
19650527,-0.58,-0.11,-0.14,-0.13,0.36,0.02
19650528,0.61,0.02,-0.18,0.36,-0.47,0.02
19650601,-0.7,0.03,0.17,-0.11,0.15,0.02
19650602,-0.78,-0.49,-0.51,0.35,0.08,0.02
19650603,-0.24,0.01,-0.12,0.07,0.06,0.02
19650604,0.21,0.1,-0.05,-0.15,-0.18,0.02
19650607,-0.34,-0.34,0.16,-0.01,0.23,0.02
19650608,-1.07,-0.23,0,0.1,0.29,0.02
19650609,-1.04,-0.18,0.53,-0.1,0.17,0.02
19650610,-0.43,-0.61,0.11,0.08,-0.03,0.02
19650611,0.42,-0.1,-0.06,-0.18,0.18,0.02
19650614,-1.36,-0.85,-0.12,-0.08,-0.02,0.02
19650615,0.47,-0.04,-0.1,-0.03,-0.44,0.02
19650616,0.89,0.72,0.12,0.03,-0.19,0.02
19650617,0.59,0.14,0.17,0.12,-0.21,0.02
19650618,-0.44,-0.07,-0.03,0.01,-0.09,0.02
19650621,-0.38,-0.21,-0.11,0.03,0.11,0.02
19650622,0.18,0,-0.02,-0.43,-0.2,0.02
19650623,-0.63,-0.09,0.07,-0.14,-0.03,0.02
19650624,-1.35,-0.73,0.05,0.09,0.4,0.02
19650625,-0.64,-0.36,-0.03,0.14,0.5,0.02
19650628,-1.88,-1.63,0.12,0.02,0.34,0.02
19650629,0.8,-0.7,-0.14,0.05,-0.3,0.02
19650630,2.2,1.26,0.06,0.4,-0.39,0.02
19650701,0.46,0.3,0.03,-0.25,0.23,0.01
19650702,0.81,0.1,-0.03,0.02,-0.18,0.01
19650706,-0.18,0.23,-0.02,0.14,0.09,0.01
19650707,-0.34,-0.15,0.11,-0.17,0.05,0.01
19650708,0.8,-0.07,-0.21,0.08,-0.32,0.01
19650709,0.4,0.44,-0.03,-0.03,0.02,0.01
19650712,0,0.08,0.16,-0.14,0.07,0.01
19650713,-0.13,-0.19,-0.24,-0.02,0.06,0.01
19650714,0.3,0.14,0.16,0.04,-0.14,0.01
19650715,-0.1,0.31,-0.02,-0.04,-0.09,0.01
19650716,-0.04,0.02,-0.06,-0.12,-0.24,0.01
19650719,-0.09,0.06,-0.27,-0.11,0.17,0.01
19650720,-1.24,-0.24,0.24,-0.15,0.47,0.01
19650721,-0.55,-0.07,0.22,-0.37,0.31,0.01
19650722,-0.23,0.23,0.18,-0.01,0.04,0.01
19650723,0.24,-0.14,0.31,-0.01,-0.15,0.01
19650726,-0.03,0.07,0.06,0.07,-0.23,0.01
19650727,-0.18,0.03,0.19,-0.17,0.05,0.01
19650728,0.16,-0.2,0.85,0.03,0.16,0.01
19650729,0.73,0.01,0.53,-0.15,-0.15,0.01
19650730,0.67,0.12,-0.03,0,-0.31,0.01
19650802,0.2,0.05,-0.35,0.03,-0.08,0.01
19650803,0.12,-0.09,-0.22,0.21,0.02,0.01
19650804,0.41,0.29,0.1,0.13,0.25,0.01
19650805,0.02,0.26,-0.01,-0.18,0.14,0.01
19650806,0.35,-0.06,-0.3,0.19,0.02,0.01
19650809,-0.14,0.34,-0.12,-0.02,0,0.01
19650810,0.04,0.36,-0.15,0.11,0.16,0.01
19650811,0.33,0.32,0.09,0.11,0.05,0.01
19650812,0.29,0.23,-0.08,0.15,-0.57,0.01
19650813,0.43,-0.05,0.26,0.19,-0.3,0.01
19650816,0.11,-0.03,0.25,0.14,-0.16,0.01
19650817,0.16,-0.03,-0.26,0.15,0.1,0.01
19650818,0.02,0.11,0.26,0.15,0.03,0.01
19650819,-0.24,-0.33,-0.03,-0.19,-0.03,0.01
19650820,-0.08,0.15,0.11,0.04,-0.15,0.01
19650823,-0.13,0.09,0.02,0.28,-0.28,0.01
19650824,0.18,0.16,-0.29,0.4,-0.15,0.01
19650825,0.14,0.23,-0.26,0.16,0.45,0.01
19650826,0.37,-0.06,0.2,-0.02,0.1,0.01
19650827,0.12,0.19,-0.03,-0.12,-0.24,0.01
19650830,0.04,0.26,-0.07,0.08,-0.08,0.01
19650831,-0.05,0.28,-0.06,-0.02,-0.07,0.01
19650901,0.05,0.02,-0.21,-0.05,-0.06,0.01
19650902,0.54,0.04,0.07,0.23,-0.07,0.01
19650903,0.46,0.05,0.12,0.02,0.12,0.01
19650907,0.32,-0.06,-0.44,0.14,-0.14,0.01
19650908,0.28,0.06,-0.13,-0.01,0.41,0.01
19650909,0.24,0.04,0.07,-0.28,-0.1,0.01
19650910,0.23,0.05,-0.38,-0.35,0.02,0.01
19650913,0.25,0.06,-0.15,0.01,-0.05,0.01
19650914,-0.43,-0.28,0.15,-0.12,-0.04,0.01
19650915,0.47,0.03,0.07,-0.03,0.01,0.01
19650916,0.52,-0.16,0.48,0.14,0.09,0.01
19650917,0.03,0.12,-0.12,-0.07,-0.35,0.01
19650920,0.04,0.23,0.08,-0.02,0.02,0.01
19650921,-0.27,0.02,-0.12,-0.17,0.09,0.01
19650922,0.47,0.33,0.12,0.18,0.18,0.01
19650923,-0.39,-0.31,0.09,0.29,-0.2,0.01
19650924,0.23,0.15,0.64,-0.32,-0.06,0.01
19650927,0.58,0.03,-0.18,0.13,0.41,0.01
19650928,-0.24,0.23,0.11,-0.02,0.39,0.01
19650929,-0.47,0.01,-0.14,-0.37,0.3,0.01
19650930,-0.07,0.02,-0.22,-0.14,-0.28,0.01
19651001,-0.06,0.19,0.08,-0.64,0.11,0.01
19651004,0.24,0.48,0.08,0.23,-0.36,0.01
19651005,0.56,0.05,0.32,0.07,-0.1,0.01
19651006,-0.08,-0.11,-0.31,0.18,-0.22,0.01
19651007,-0.05,0.33,0.01,0.12,0.02,0.01
19651008,0.48,0.67,0.41,-0.2,-0.03,0.01
19651011,0.57,0.26,-0.04,0.26,-0.17,0.01
19651012,-0.05,0.44,-0.24,0.12,-0.18,0.01
19651013,0.01,0.24,0.55,0.2,-0.05,0.01
19651014,-0.15,0.46,0.19,0.09,0.04,0.01
19651015,0.22,0.26,0.08,-0.38,0.09,0.01
19651018,0.27,0.31,-0.08,0.01,0.06,0.01
19651019,0.11,-0.11,-0.46,0.13,-0.05,0.01
19651020,-0.01,0.26,0.17,0.14,0.21,0.01
19651021,0.15,0.31,-0.05,-0.24,-0.15,0.01
19651022,-0.05,-0.1,-0.05,0.48,0.11,0.01
19651025,-0.4,-0.41,0.08,0.06,-0.03,0.01
19651026,0.5,-0.09,0.24,0.28,0.24,0.01
19651027,0.36,-0.09,0.2,0.03,-0.22,0.01
19651028,-0.31,-0.03,0.12,0.02,0.08,0.01
19651029,0.26,-0.01,0.18,0.19,-0.14,0.01
19651101,-0.1,0.03,0.23,0.09,-0.18,0.02
19651103,0.1,0.24,-0.29,0.02,0.03,0.02
19651104,0.19,0.07,-0.14,-0.22,-0.03,0.02
19651105,0.11,0.23,-0.3,-0.05,-0.21,0.02
19651108,-0.34,0.12,-0.27,-0.09,0.02,0.02
19651109,-0.24,0.16,0.3,-0.37,-0.41,0.02
19651110,-0.09,0.14,-0.04,-0.31,-0.09,0.02
19651111,0.27,0.15,-0.04,0.13,0.06,0.02
19651112,0.48,0.46,-0.32,0.09,0.26,0.02
19651115,0.11,0.54,-0.22,0.2,-0.1,0.02
19651116,-0.12,0.41,-0.13,-0.23,-0.23,0.02
19651117,0.15,-0.57,0.18,0.24,-0.25,0.02
19651118,-0.35,0.58,0.1,-0.21,-0.19,0.02
19651119,0.03,0.39,0.1,0.09,-0.07,0.02
19651122,-0.53,0.28,0.11,0.1,0.12,0.02
19651123,0.17,0.2,0.03,0.11,0.11,0.02
19651124,0.19,0.3,0.16,-0.25,-0.3,0.02
19651126,0.26,0.53,0.18,-0.05,0.05,0.02
19651129,-0.15,0.59,0.3,-0.07,0.22,0.02
19651130,-0.15,0.26,0.19,-0.26,0.28,0.02
19651201,-0.03,0.4,0.29,-0.31,-0.15,0.02
19651202,-0.24,0.36,0.08,-0.01,-0.28,0.02
19651203,0.07,0.21,-0.16,0.37,-0.13,0.02
19651206,-0.79,-0.38,-0.27,0.27,0.1,0.02
19651207,0.96,0.72,0.33,-0.13,0.1,0.02
19651208,-0.07,0.4,-0.23,0.08,-0.33,0.02
19651209,0.29,0.41,-0.12,-0.21,0.19,0.02
19651210,0.28,0.2,-0.07,-0.21,-0.21,0.02
19651213,0.1,0.44,-0.15,-0.05,-0.05,0.02
19651214,0.06,0.04,0.5,-0.35,0.56,0.02
19651215,0.18,0.06,0.74,-0.35,0.11,0.02
19651216,0.16,0.24,0.53,-0.06,-0.46,0.02
19651217,0.04,0.31,0.68,0.02,-0.02,0.02
19651220,-0.53,-0.23,0.04,0.19,-0.16,0.02
19651221,0.34,0.09,0.49,-0.11,0.02,0.02
19651222,0.16,-0.91,0.21,-0.07,-0.03,0.02
19651223,-0.16,-0.13,-0.3,0.19,0.07,0.02
19651227,-0.66,-0.03,-0.17,-0.08,0.11,0.02
19651228,-0.05,-0.21,-0.18,-0.61,-0.19,0.02
19651229,0.29,0.31,-0.01,0.02,0.09,0.02
19651230,0.36,0.15,-0.26,-0.05,0.04,0.02
19651231,0.26,0.12,0.13,0.2,0.12,0.02
19660103,-0.22,0.7,0.29,-0.46,0.21,0.02
19660104,0.1,0.37,0.23,-0.03,-0.07,0.02
19660105,0.57,-0.05,0.67,0.43,0.05,0.02
19660106,0.18,-0.27,0.54,0.02,0.08,0.02
19660107,0.1,0.13,-0.06,-0.15,-0.11,0.02
19660110,0.2,0.39,0.11,-0.14,0.14,0.02
19660111,0.05,0.25,-0.25,-0.15,-0.22,0.02
19660112,-0.15,0.28,-0.04,-0.41,-0.08,0.02
19660113,0.22,0.57,0.23,0.01,0.02,0.02
19660114,0.15,0.07,0.16,-0.1,0.06,0.02
19660117,0.33,0.45,0.1,-0.05,0.2,0.02
19660118,0.18,0.13,0.11,-0.21,0.19,0.02
19660119,-0.28,-0.03,0.13,-0.24,0.23,0.02
19660120,-0.3,0.37,0.13,-0.11,-0.32,0.02
19660121,0.08,0.11,-0.24,0.03,-0.39,0.02
19660124,0.26,0.29,0.35,-0.25,0.11,0.02
19660125,0.18,0.11,0.41,-0.38,0,0.02
19660126,-0.12,0.18,0.13,-0.24,-0.12,0.02
19660127,-0.03,0.15,0.3,-0.23,-0.08,0.02
19660128,-0.33,0.42,0.07,-0.02,-0.06,0.02
19660131,-0.45,0.1,-0.23,0.13,-0.11,0.02
19660201,-0.81,-0.9,-0.42,0.69,-0.08,0.02
19660202,0.4,0.32,0.45,-0.35,0.16,0.02
19660203,0.15,-0.01,-0.34,0.15,-0.32,0.02
19660204,0.59,0,0.47,0.07,-0.08,0.02
19660207,0.34,0.33,0.27,-0.13,-0.44,0.02
19660208,-0.03,-0.28,0.12,-0.21,-0.36,0.02
19660209,0.57,0.59,-0.02,-0.12,-0.49,0.02
19660210,-0.17,0.37,0.03,-0.18,-0.05,0.02
19660211,0.01,0.52,-0.02,0.27,-0.58,0.02
19660214,-0.11,0.34,0.17,0,0,0.02
19660215,-0.43,0.12,0.29,0.06,0.12,0.02
19660216,0.03,0.31,-0.12,-0.11,-0.01,0.02
19660217,-0.51,0.18,-0.3,0.07,0.18,0.02
19660218,-0.22,0.62,0.16,-0.3,0.22,0.02
19660221,-0.56,0.39,-0.09,0,0.05,0.02
19660223,-0.42,0.13,-0.16,-0.37,0.06,0.02
19660224,-0.52,0.22,0.24,-0.09,0.14,0.02
19660225,0.32,0.54,-0.16,0.16,-0.42,0.02
19660228,0.16,0.97,-0.15,0.25,0.39,0.02
19660301,-1.29,-0.2,-0.23,0.39,0.19,0.02
19660302,-1.03,-0.2,-0.15,-0.02,0.31,0.02
19660303,0.39,0.64,0.15,-0.5,0.2,0.02
19660304,-0.28,0.23,-0.35,0.4,0.1,0.02
19660307,-1.29,-0.4,-0.15,0.08,0.39,0.02
19660308,0.04,-0.58,-0.31,0.07,0.33,0.02
19660309,0.89,0.37,-0.1,0.02,-0.39,0.02
19660310,-0.01,-0.36,-0.25,0.28,-0.17,0.02
19660311,-0.08,0.36,0.28,-0.51,0.12,0.02
19660314,-1.11,-0.43,-0.41,0.19,-0.1,0.02
19660315,-0.74,-1.42,-0.29,0.16,0.09,0.02
19660316,0.54,0,0.04,0.18,-0.12,0.02
19660317,0.31,0,0.3,-0.05,-0.08,0.02
19660318,0.48,0.38,0.49,-0.06,-0.15,0.02
19660321,0.82,0.7,0.54,0.04,0.26,0.02
19660322,0.27,0.13,0.05,0.29,-0.31,0.02
19660323,-0.32,0.34,-0.45,0.3,-0.29,0.02
19660324,0.18,0.26,-0.52,0.6,0.02,0.02
19660325,0.33,0.29,-0.49,0.04,-0.61,0.02
19660328,0.16,0.59,0.51,-0.6,0.11,0.02
19660329,-0.41,-0.25,-0.27,0.02,-0.06,0.02
19660330,-0.86,0.01,-0.25,0.11,0.22,0.02
19660331,0.55,-0.18,-0.28,-0.13,-0.15,0.02
19660401,0.76,-0.12,0.21,-0.12,0.08,0.02
19660404,0.9,0.17,0.68,-0.19,-0.16,0.02
19660405,0.58,0.24,0.55,-0.11,0.06,0.02
19660406,0.25,0.12,0.03,-0.11,-0.15,0.02
19660407,0.3,0.58,-0.45,0.26,-0.14,0.02
19660411,0.1,0.87,-0.61,0.5,-0.59,0.02
19660412,-0.29,0.17,-0.1,0.12,0.11,0.02
19660413,0.09,0.41,-0.21,-0.16,-0.08,0.02
19660414,0.3,-0.15,0.11,-0.22,-0.5,0.02
19660415,0.1,0.2,0.37,0.07,-0.07,0.02
19660418,-0.43,-0.08,0.38,-0.44,0.2,0.02
19660419,0.02,0.72,0.12,-0.12,0.66,0.02
19660420,0.51,0.28,0.1,0.28,-0.13,0.02
19660421,0.34,-0.09,-0.14,0.08,-0.02,0.02
19660422,-0.2,-0.26,0.14,-0.08,0.14,0.02
19660425,-0.18,0.07,0,-0.09,0.28,0.02
19660426,-0.11,-0.05,-0.27,0.09,-0.37,0.02
19660427,-0.29,-0.17,-0.58,-0.02,-0.13,0.02
19660428,-0.66,-0.19,-0.16,0.21,0.23,0.02
19660429,0.02,0.54,-0.31,0.44,-0.29,0.02
19660502,-0.11,-0.07,-0.16,0.53,-0.33,0.02
19660503,-1.11,-0.67,-0.12,0.08,-0.05,0.02
19660504,-0.55,-0.19,0.24,0.04,0.32,0.02
19660505,-1.74,-1.33,-0.05,-0.03,0.26,0.02
19660506,-0.28,-1.08,0.45,-0.25,0.51,0.02
19660509,-1.6,-0.57,-0.27,0.12,0.3,0.02
19660510,0.86,0.14,-0.27,-0.12,-0.4,0.02
19660511,0.19,-0.06,-0.3,0.18,-0.26,0.02
19660512,-1.26,-0.82,-0.3,0.26,0.21,0.02
19660513,-0.96,-0.83,-0.17,0.13,-0.2,0.02
19660516,-1.5,-1.39,-0.26,-0.06,-0.15,0.02
19660517,-0.91,-1.28,-0.38,-0.08,-0.09,0.02
19660518,1.87,1.01,0.39,0.1,-0.15,0.02
19660519,-0.12,-0.01,-0.36,0.6,-0.78,0.02
19660520,0.5,0.3,-0.05,0.14,0.16,0.02
19660523,0.89,0.58,-0.35,0.14,-0.79,0.02
19660524,0.73,0.65,0.13,0.45,0.07,0.02
19660525,0.39,0.22,0.14,-0.1,-0.15,0.02
19660526,0.04,-0.29,0.25,-0.16,0.02,0.02
19660527,0.3,0.25,-0.07,-0.26,-0.25,0.02
19660531,-1.34,0.04,-0.2,0.08,0.1,0.02
19660601,0,-0.09,-0.17,-0.08,0.3,0.02
19660602,-0.06,0.27,0.18,-0.1,-0.2,0.02
19660603,0.11,0.05,0.2,0.13,0.08,0.02
19660606,-0.74,-0.24,-0.09,0.04,0.42,0.02
19660607,-0.7,-0.31,-0.13,-0.06,0.29,0.02
19660608,0.15,0.22,0.22,-0.08,-0.11,0.02
19660609,0.72,0.4,-0.15,0.22,-0.45,0.02
19660610,1.09,0.58,0.78,-0.11,0.18,0.02
19660613,0.48,0.39,0.09,0.02,0.12,0.02
19660614,0.33,0.14,-0.26,-0.12,0.09,0.02
19660615,-0.38,0.43,-0.13,-0.21,0.24,0.02
19660616,-0.23,0.4,-0.1,0.27,-0.06,0.02
19660617,0.01,0.07,-0.26,0.21,-0.29,0.02
19660620,-0.05,0.03,0.04,-0.2,-0.4,0.02
19660621,0.35,0.3,0.02,0.16,0.21,0.02
19660622,0.18,0.38,0.01,0.21,0.14,0.02
19660623,-0.4,-0.34,0.29,-0.36,0.07,0.02
19660624,0.01,-0.08,0.44,-0.18,0.1,0.02
19660627,-0.62,-0.22,-0.07,0.17,0.28,0.02
19660628,-0.48,0.04,-0.15,0.11,-0.26,0.02
19660629,-1,-0.47,-0.19,0.09,0.2,0.02
19660630,-0.18,-0.59,-0.02,-0.04,-0.17,0.02
19660701,0.99,0.14,-0.23,0.03,-0.11,0.02
19660705,0.14,0,0.02,0.15,0.42,0.02
19660706,1.38,-0.25,-0.53,0.49,-0.65,0.02
19660707,0.35,0,-0.04,-0.03,0.06,0.02
19660708,0.16,0.11,0.1,0.02,-0.09,0.02
19660711,-0.15,0.17,-0.1,0.33,-0.18,0.02
19660712,-0.5,0.21,0.18,-0.16,0.52,0.02
19660713,-0.62,0.17,0.13,-0.17,0.42,0.02
19660714,0.55,-0.1,-0.33,-0.44,-0.27,0.02
19660715,0.29,0.07,0.18,0.17,-0.09,0.02
19660718,-0.13,-0.11,0.19,0.19,0.19,0.02
19660719,-0.74,-0.04,0.2,-0.09,0.3,0.02
19660720,-0.89,0.33,0.22,-0.19,0.45,0.02
19660721,-0.04,-0.24,0.06,0.14,0.02,0.02
19660722,-0.11,0.24,0.16,-0.25,-0.06,0.02
19660725,-1.93,-0.53,0.36,-0.25,0.82,0.02
19660726,-0.25,-0.69,0.05,0.29,-0.2,0.02
19660727,0.48,0.07,0.12,-0.29,-0.22,0.02
19660728,-0.36,0.07,0.04,-0.1,0.12,0.02
19660729,-0.2,-0.02,0.14,-0.23,0.24,0.02
19660801,-1.54,-0.24,0.31,-0.1,0.45,0.02
19660802,0.04,-0.3,-0.14,0.32,-0.34,0.02
19660803,0.99,0.1,-0.38,0.45,-0.75,0.02
19660804,0.91,-0.36,0.25,0.14,-0.1,0.02
19660805,0.13,0.12,-0.32,0.06,-0.17,0.02
19660808,-0.18,-0.21,-0.2,0.09,-0.27,0.02
19660809,-0.19,0.35,-0.21,0.2,-0.26,0.02
19660810,-0.42,-0.04,-0.06,-0.16,0.25,0.02
19660811,-0.06,0.18,-0.5,0.44,-0.59,0.02
19660812,0.22,0.23,-0.35,0.49,-0.29,0.02
19660815,-0.49,0.32,-0.02,-0.09,0.11,0.02
19660816,-1.27,-0.01,0.31,-0.28,0.56,0.02
19660817,-0.58,-0.42,-0.04,-0.12,0.12,0.02
19660818,-1.27,0.01,0.04,-0.1,-0.02,0.02
19660819,-0.76,-0.43,0.19,-0.27,0.34,0.02
19660822,-1.82,-0.39,0.31,-0.14,0.56,0.02
19660823,-0.13,0.17,-0.07,0.06,-0.54,0.02
19660824,1.15,-0.09,-0.12,0.21,-0.49,0.02
19660825,-1.25,0,0.62,-0.46,0.73,0.02
19660826,-2.22,-0.59,0.73,-0.8,1,0.02
19660829,-2.56,-1.2,0.85,-0.94,1.11,0.02
19660830,1.61,-0.7,-1.04,0.96,-1.25,0.02
19660831,1.62,0.1,0.34,-0.57,0.55,0.02
19660901,0.66,-0.31,-0.08,-0.43,0.57,0.02
19660902,-0.33,0.07,0.24,-0.08,0.65,0.02
19660906,-0.52,0.16,0.02,0.07,0.23,0.02
19660907,-0.91,-0.49,0.43,-0.45,0.66,0.02
19660908,-0.37,-0.07,0.15,0.08,-0.09,0.02
19660909,0.31,0.11,-0.22,0.4,-0.16,0.02
19660912,2.13,-0.19,-0.65,0.43,-0.79,0.02
19660913,0.58,0.32,-0.05,-0.08,0,0.02
19660914,0.9,-0.5,-0.82,0.55,-0.58,0.02
19660915,1.01,-0.45,-0.27,0,0,0.02
19660916,-0.04,0.24,-0.02,0.23,0.05,0.02
19660919,-0.47,0.25,0.21,0.27,0.02,0.02
19660920,-0.68,0.36,0.28,-0.41,-0.01,0.02
19660921,-1.69,0.08,0.79,-0.75,0.51,0.02
19660922,0.21,-0.35,-0.28,0.19,0.08,0.02
19660923,-0.3,0.17,0.22,-0.48,0.04,0.02
19660926,0.22,-0.04,-0.3,0.43,-0.43,0.02
19660927,0.28,-0.14,-0.03,-0.32,0.18,0.02
19660928,-1.18,0.3,0.68,-0.6,0.56,0.02
19660929,-1.07,-0.32,0.43,-0.38,0.65,0.02
19660930,0.29,-0.26,-0.26,0.17,0.23,0.02
19661003,-2.17,-0.18,1.17,-1,1.18,0.02
19661004,0.07,-1.31,0.21,0.06,0.08,0.02
19661005,-0.58,-0.44,0.39,-0.4,0.66,0.02
19661006,-1.01,-0.97,0.63,-0.79,1.05,0.02
19661007,-1.26,-0.65,0.71,-0.61,1.17,0.02
19661010,1.69,-0.91,-1.3,1.25,-1.18,0.02
19661011,0.49,0.06,0.58,-0.5,0.3,0.02
19661012,2.63,-1.06,-0.27,-0.53,-0.42,0.02
19661013,-0.01,0.72,-0.44,0.43,-0.22,0.02
19661014,-0.3,0.28,0.3,-0.46,0.18,0.02
19661017,1.09,-0.63,-0.39,-0.24,-0.11,0.02
19661018,1.62,-0.42,-0.58,0.46,-0.59,0.02
19661019,-0.75,0.36,0.55,-0.4,0.35,0.02
19661020,-0.31,0.01,0.02,-0.24,0.63,0.02
19661021,0.31,-0.58,-0.4,-0.2,-0.01,0.02
19661024,0.23,-0.36,-0.02,0.25,0.59,0.02
19661025,0.51,-0.65,0.01,-0.28,0.34,0.02
19661026,0.85,0.04,0.42,0.1,-0.08,0.02
19661027,0.8,-0.25,0.76,-0.31,0.22,0.02
19661028,0.04,0.47,0.26,-0.28,-0.03,0.02
19661031,-0.04,0.09,0.09,-0.02,-0.06,0.02
19661101,0.84,-0.06,-0.4,0.89,-0.59,0.02
19661102,0.13,0.11,-0.61,0.62,-0.19,0.02
19661103,-0.32,0.23,-0.22,-0.14,-0.3,0.02
19661104,0.39,-0.18,-0.35,0.23,-0.28,0.02
19661107,-0.05,0.11,-0.19,0.25,-0.53,0.02
19661109,0.82,0.09,-0.52,0.48,-0.66,0.02
19661110,0.63,0.34,-0.56,0.53,-0.2,0.02
19661111,0.1,0.65,-0.13,-0.18,-0.14,0.02
19661114,-0.53,0.39,-0.03,0.08,-0.14,0.02
19661115,0.41,0.06,-0.29,0.52,-0.67,0.02
19661116,0.86,0.38,-0.15,0.29,-0.31,0.02
19661117,-0.66,0.42,0.14,-0.1,0.46,0.02
19661118,-0.61,0.29,0.05,0.09,0.02,0.02
19661121,-1.37,-0.07,0.06,-0.18,-0.05,0.02
19661122,-0.5,-0.16,-0.2,0.33,-0.4,0.02
19661123,0.75,0.14,-0.39,-0.03,-0.58,0.02
19661125,0.79,0.12,0.04,0.43,-0.76,0.02
19661128,-0.04,0.1,-0.44,0.52,-0.18,0.02
19661129,-0.29,0.2,-0.2,-0.26,-0.26,0.02
19661130,0.08,0.13,-0.16,0.2,-0.58,0.02
19661201,-0.39,0.34,-0.16,0.05,0.24,0.02
19661202,0.03,0.1,-0.03,-0.03,-0.04,0.02
19661205,0.07,-0.05,-0.34,0.22,-0.26,0.02
19661206,0.68,-0.32,-0.19,0.21,-0.52,0.02
19661207,1.01,-0.16,-0.61,-0.12,-0.44,0.02
19661208,0.37,0.08,-0.22,-0.2,-0.12,0.02
19661209,0.22,0.28,-0.22,0.1,-0.15,0.02
19661212,0.98,0.08,-0.41,0.47,-0.6,0.02
19661213,-0.28,0.13,0.01,0.31,-0.02,0.02
19661214,-0.01,0.66,-0.6,0.42,-0.37,0.02
19661215,-1.04,0.46,0.36,0.01,0.76,0.02
19661216,0.02,0.32,-0.08,0.19,-0.05,0.02
19661219,-0.26,0.12,-0.03,-0.06,0,0.02
19661220,-0.39,-0.2,0.29,-0.61,0.26,0.02
19661221,0.52,0.18,0.27,-0.05,-0.26,0.02
19661222,0.38,0.11,0.47,-0.16,0.06,0.02
19661223,-0.25,0.32,0.51,-0.43,0.44,0.02
19661227,-0.54,0.12,0.37,-0.36,0.16,0.02
19661228,-0.48,-0.31,0.13,0.03,0.55,0.02
19661229,-0.39,-0.42,0.05,0.1,0.29,0.02
19661230,-0.08,0,-0.51,0.06,-0.09,0.02
19670103,0.08,1.1,0.68,0.2,0.26,0.02
19670104,0.17,-0.03,0.29,0.05,0.06,0.02
19670105,1.3,0.63,0.34,0.15,-0.14,0.02
19670106,0.72,0.71,0.14,0.34,0.31,0.02
19670109,0.84,0.61,0.33,0.32,-0.31,0.02
19670110,0,0.35,0.17,-0.23,0.32,0.02
19670111,0.84,0.22,0.6,-0.03,-0.12,0.02
19670112,0.54,0.27,0.29,-0.24,-0.06,0.02
19670113,0.68,0.21,-0.13,0.06,-0.41,0.02
19670116,-0.19,0.33,0.24,-0.02,-0.15,0.02
19670117,1.13,-0.03,-0.37,0.26,-0.82,0.02
19670118,0.52,-0.24,0.12,-0.43,0.18,0.02
19670119,0.04,0.35,0.3,-0.32,0,0.02
19670120,0.37,0.96,-0.12,0.37,-0.38,0.02
19670123,0.33,0.29,-0.39,0.23,-0.31,0.02
19670124,0.2,0.24,-0.27,-0.11,-0.36,0.02
19670125,-0.69,0.43,-0.18,-0.02,-0.07,0.02
19670126,0.02,0.44,0.01,0.14,-0.42,0.02
19670127,0.48,0.49,-0.27,0.39,-0.4,0.02
19670130,0.56,0.57,0.06,0.3,0.05,0.02
19670131,-0.08,0.15,0.38,-0.27,0.01,0.02
19670201,-0.15,0.33,0.04,0,-0.36,0.02
19670202,0.34,0.22,0.17,0.11,0.12,0.02
19670203,0.71,0.42,-0.03,0.02,0.01,0.02
19670206,-0.15,0.21,0.21,-0.3,-0.04,0.02
19670207,-0.18,0.19,-0.24,-0.04,-0.11,0.02
19670208,0.88,0.3,-0.49,0.41,-0.13,0.02
19670209,-0.39,-0.3,-0.13,0.24,0.06,0.02
19670210,0.26,0.37,-0.2,0.38,-0.43,0.02
19670213,0.14,0.54,0.02,0.06,0.12,0.02
19670214,0.73,0.14,-0.03,-0.1,-0.38,0.02
19670215,0.05,-0.09,-0.31,0.1,0.12,0.02
19670216,-0.43,0.21,-0.11,-0.35,0.49,0.02
19670217,0.02,0.02,0.02,-0.17,0.07,0.02
19670220,-0.5,0.15,-0.09,-0.01,0,0.02
19670221,-0.01,0.4,-0.41,0.4,-0.07,0.02
19670223,0.12,-0.01,-0.03,-0.02,0.06,0.02
19670224,0.08,0.06,0.04,0,-0.17,0.02
19670227,-1.1,-0.43,-0.04,0,0.19,0.02
19670228,0.39,0.25,-0.61,0.92,-0.5,0.02
19670301,0.98,0.08,0.05,-0.15,-0.32,0.02
